city_ascii,lat,lng,population
Kucukcekmece,41.0000,28.8000,326452
Roodepoort,-26.1625,27.8725,326416
Pucallpa,-8.3833,-74.5500,326040
San Pedro,14.3583,121.0583,326001
Myrtle Beach,33.7094,-78.8844,325829
Kochi,33.5589,133.5314,325535
Jagdalpur,19.1800,81.9200,325463
Rampur,28.8000,79.0000,325248
Kuching,1.5300,110.3300,325132
Cotabato,7.2200,124.2500,325079
Nantes,47.2181,-1.5528,325070
Henderson,36.0133,-115.0381,324523
Cariacica,-20.2639,-40.4200,324285
Mobile,30.6782,-88.1162,324067
Nazret,8.5414,39.2689,324000
Safi,32.2833,-9.2333,323888
Kikuyu,-1.2463,36.6629,323881
Cordoba,37.8900,-4.7800,323763
Kluang,2.0383,103.3179,323762
Mekele,13.4969,39.4769,323700
Pelotas,-31.7719,-52.3428,323158
Vaughan,43.8333,-79.5000,323103
Kaiyuan,23.7111,103.2461,323031
Tangdong,25.9730,113.2310,322990
Munster,51.9625,7.6256,322904
Vitoria,-20.3106,-40.2972,322869
Shimoga,13.9333,75.5667,322650
Uige,-7.6167,15.0500,322531
Hotan,37.1167,79.9167,322300
Minna,9.6139,6.5569,322163
Ning'an,44.3410,129.4830,322127
Camaguey,21.3786,-77.9186,321992
Taourirt,34.4169,-2.8850,321876
San Salvador de Jujuy,-24.1833,-65.3000,321789
Kashipur,29.2200,78.9500,321623
Thu Dau Mot,10.9667,106.6500,321607
Serra,-20.1289,-40.3078,321181
Lexington,38.0423,-84.4587,321122
La Paz,-16.4958,-68.1333,321073
Sukabumi,-6.9181,106.9315,320970
Menongue,-14.6556,17.6842,320914
Okene,7.5619,6.2411,320260
Junagadh,21.5222,70.4579,320250
Guasavito,25.5744,-108.4706,320000
Kaech'on,39.6986,125.9061,319554
Tehuacan,18.4617,-97.3928,319375
Coatzacoalcos,18.1414,-94.4344,319187
Saint-Denis,-20.8789,55.4481,319141
Muhanga,-2.0845,29.7527,319141
Zalantun,48.0270,122.7080,318933
Hafizabad,32.0714,73.6878,318621
Katsina,12.2500,7.5000,318459
Puerto Plata,19.8000,-70.6833,318419
Gwangmyeongni,37.4760,126.8660,318021
Lansing,42.7142,-84.5601,318001
Taubate,-23.0333,-45.5500,317915
Zhengjiatun,43.5183,123.5027,317758
Port Moresby,-9.4789,147.1494,317374
Fontibon,4.6786,-74.1411,317179
Hapur,28.7309,77.7757,317004
Mannheim,49.4878,8.4661,316877
Barueri,-23.5111,-46.8764,316473
Savannah,32.0286,-81.1821,316446
Naha,26.2122,127.6792,316048
Bari,41.1253,16.8667,316015
Pattikad,10.5276,76.2144,315957
Xiaoli,22.6721,113.2509,315820
Youngstown,41.0993,-80.6463,315751
Trichur,10.5276,76.2144,315596
Yingzhong,32.2370,119.8150,315462
Bor,6.2072,31.5591,315351
Volzhskiy,48.8056,44.7417,315220
San Miguelito,9.0503,-79.4707,315019
N'Zerekore,7.7522,-8.8217,315000
Balikesir,39.6333,27.8833,314958
Espoo,60.2056,24.6556,314821
Muar,2.0337,102.5666,314776
Ann Arbor,42.2759,-83.7310,314647
Kasur,31.1167,74.4500,314617
Usme,4.4464,-74.1522,314431
Barddhaman,23.2333,87.8667,314265
Sousse,35.8333,10.6333,314071
Kingston upon Hull,53.7444,-0.3325,314018
Binangonan,14.4514,121.1919,313631
Attiecoube,5.3453,-4.0350,313135
Podolsk,55.4311,37.5456,312911
Smolensk,54.7828,32.0453,312896
Jiayuguan,39.7732,98.2882,312663
Pasir Gudang,1.4620,103.9053,312499
Vologda,59.2167,39.9000,312420
Gorgan,36.8369,54.4372,312223
Tanza,14.3944,120.8531,312116
Yakutsk,62.0300,129.7300,311760
Santa Ana,33.7367,-117.8819,311639
Catania,37.5027,15.0873,311584
Panvel,18.9944,73.1139,311434
Guaruja,-23.9936,-46.2564,311230
Nizamabad,18.6720,78.0940,311152
Quy Nhon,13.7667,109.2333,311000
Kurgan,55.4667,65.3500,310911
Saransk,54.1833,45.1833,310898
Ha'il,27.5167,41.6833,310897
Datang,22.9406,113.9436,310889
Longquan,25.9106,114.7860,310700
Mitchells Plain,-34.0506,18.6181,310485
Yokkaichi,34.9650,136.6244,310263
Chalco,19.2647,-98.8975,310130
Karlsruhe,49.0092,8.4040,309964
Shahriar,35.6531,51.0600,309607
Shahr-e Qods,35.7103,51.1131,309605
Ciudad del Este,-25.5167,-54.6161,308983
Tabora,-5.0167,32.8000,308741
Ciudad Benito Juarez,25.6500,-100.0833,308285
Beian,48.2500,126.5167,308237
Irvine,33.6772,-117.7738,308160
Hisor,38.5264,68.5381,308100
Nakuru,-0.2833,36.0667,307990
Karawang,-6.3125,107.2950,307880
Sariwon,38.5064,125.7597,307764
St. Paul,44.9478,-93.1039,307762
Poughkeepsie,41.6950,-73.9211,307738
Battalgazi,38.4228,38.3656,307478
Nghi Son,19.4170,105.7500,307304
Guangming,45.3333,122.7833,307215
Newark,40.7245,-74.1725,307188
Parbhani,19.2700,76.7800,307170
Montpellier,43.6119,3.8772,307101
Puerto Princesa,9.7500,118.7500,307079
Hisar,29.1500,75.7000,307024
Montes Claros,-16.7322,-43.8636,306947
Betim,-19.9678,-44.1978,306675
Windsor,42.2833,-83.0000,306519
Kasugai,35.2475,136.9722,306449
Ciudad Santa Catarina,25.6833,-100.4500,306322
Fatehpur,27.9800,74.9500,305638
Birania,27.9800,74.9500,305638
Ciudad Victoria,23.7389,-99.1431,305155
Kaunas,54.9000,23.9333,305120
Playa del Carmen,20.6281,-87.0755,304942
Yonghetun,39.9131,116.6458,304781
Kashan,33.9825,51.4325,304487
La Pena,19.3606,-98.9417,304088
Sumbawanga,-7.9667,31.6167,303986
Vila Nova de Gaia,41.1333,-8.6167,303824
Orel,52.9686,36.0694,303696
Vladikavkaz,43.0400,44.6775,303597
Sao Vicente,-23.9664,-46.3861,303551
Karaikkudi,10.0735,78.7732,303291
Augsburg,48.3689,10.8978,303150
Panjakent,39.5000,67.6167,303000
Akita,39.7200,140.1026,302984
Lachhmangarh Sikar,27.8225,75.0253,302956
Kurume,33.3192,130.5083,302858
Az Zaqaziq,30.5667,31.5000,302840
Palmas,-10.1886,-48.3336,302692
Bahia Blanca,-38.7167,-62.2667,301572
Al Waqf,26.0866,32.4226,301486
San Bernardo,-33.5833,-70.7000,301313
San Juan del Rio,20.3833,-99.9833,301237
Armenia,4.5300,-75.6800,301226
Qianzhou,28.2760,109.7120,301000
Popayan,2.4542,-76.6092,300837
Valladolid,41.6528,-4.7236,300618
Al Qunfudhah,19.1264,41.0789,300516
Corlu,41.1500,27.8000,300296
Binxian,35.0542,108.0814,300226
Yakou,33.2950,113.5269,300200
Newcastle,54.9780,-1.6102,300196
Oulgaret,11.9265,79.7789,300104
Awasa,7.0500,38.4667,300100
Ingraj Bazar,25.0119,88.1433,300088
Varzea Grande,-15.6469,-56.1328,300078
Oaxaca,17.0606,-96.7253,300050
Sucre,-19.0475,-65.2600,300000
Barrancabermeja,7.0667,-73.8500,300000
Al `Ajami,31.1227,29.7838,300000
Al Matariyah,31.1833,32.0333,300000
Bada Barabil,22.1200,85.4000,300000
Ash Shamiyah,31.9625,44.6008,300000
Khairpur Tamewah,29.5800,72.2328,300000
Jinja,0.4233,33.2039,300000
Santa Rosa,38.4458,-122.7067,299986
Ar Raqqah,35.9304,39.0200,299824
Chakwal,32.9303,72.8556,299751
Oakashicho,34.6500,135.0000,299699
Oyster Bay,40.7846,-73.5140,299519
Farg`ona,40.3864,71.7864,299200
Tursunzoda,38.5108,68.2303,298800
Cherepovets,59.1167,37.9000,298790
Resistencia,-27.4514,-58.9867,298611
Jember,-8.1727,113.6873,298585
Al Mubarraz,25.4416,49.6642,298562
Pekalongan,-6.8833,109.6667,298386
Los Mochis,25.7835,-108.9937,298009
Toshima,35.7333,139.7167,297954
Pachuca,20.1000,-98.7500,297848
Yangsan,35.3333,129.0333,297532
Concord,35.3933,-80.6369,297379
Tampico,22.2553,-97.8686,297284
Bihar,25.1970,85.5180,297268
Temara,33.9267,-6.9122,297098
Malabo,3.7456,8.7744,297000
Winter Haven,28.0118,-81.7014,296830
Valparaiso,-33.0461,-71.6197,296655
Cirebon,-6.7071,108.5574,296389
Tagum,7.4478,125.8078,296202
Cekme,41.0369,29.1786,296066
Darbhanga,26.1700,85.9000,296039
Comilla,23.4500,91.2000,296010
Idar,23.8390,73.0020,295971
Pondokaren,-6.2811,106.7019,295812
Sorong,-0.8667,131.2500,295809
Shubrakhit,31.0279,30.7149,295777
Floridablanca,7.2167,-73.0667,295724
Silang,14.2306,120.9750,295644
Al Kharj,24.1483,47.3050,295462
Rufisque,14.7140,-17.2723,295459
Eloy Alfaro,-2.1733,-79.8311,295211
Asheville,35.5707,-82.5537,295040
Sikandarabad,28.4512,77.6955,294858
Stockport,53.4083,-2.1494,294773
Kafr Saqr,30.7934,31.6257,294765
Divo,5.8372,-5.3572,294559
Vila Teixeira da Silva,-12.1958,15.8556,294494
Inegol,40.0806,29.5097,294485
Paarl,-33.7242,18.9558,294457
Rangpur,25.7500,89.2444,294265
Bialystok,53.1353,23.1456,294242
Vigo,42.2314,-8.7124,293977
Trabzon,41.0050,39.7225,293661
Canton,40.8078,-81.3676,293657
Coacalco,19.6333,-99.0931,293444
Aizawl,23.7272,92.7178,293416
Bali,22.6500,88.3400,293373
Bradford,53.8000,-1.7500,293277
Mabalacat,15.2200,120.5800,293244
Dexing,28.9306,117.5947,293201
Lincoln,40.8099,-96.6784,293055
Hailin,44.5940,129.3800,292755
Graz,47.0708,15.4386,292630
Strasbourg,48.5833,7.7458,291709
Flint,43.0236,-83.6921,291688
Groznyy,43.3125,45.6986,291687
Mahikeng,-25.8656,25.6436,291527
Chimbote,-9.0745,-78.5936,291408
Bergen,60.3925,5.3233,291189
Gatineau,45.4833,-75.6500,291041
Surajgarha,25.2500,86.2300,290998
Lakeland,28.0557,-81.9545,290762
Batna,35.5500,6.1667,290645
San Miguel,13.4814,-88.1775,290612
Aarhus,56.1572,10.2107,290598
Morioka,39.7021,141.1545,290553
Hong'an,47.2100,123.6100,289999
Nagercoil,8.1750,77.4306,289916
Santa Maria,14.8200,120.9600,289820
Tambov,52.7231,41.4539,289701
Jersey City,40.7184,-74.0686,289691
Dewas,22.9600,76.0600,289550
Eldoret,0.5167,35.2833,289380
Nottingham,52.9561,-1.1512,289301
Magway,20.1500,94.9500,289247
Anchorage,61.1508,-149.1091,289069
Springfield,37.1943,-93.2916,289041
Neuquen,-38.9525,-68.0642,288896
Tuzla,40.8161,29.3006,288878
Kabwe,-14.4333,28.4500,288598
Cabimas,10.4000,-71.4500,288595
Setif,36.1900,5.4100,288461
Sonpur,25.7000,85.1800,288102
Hugli,22.9000,88.3900,288090
Chunchura,22.9000,88.3900,288090
Meguro,35.6333,139.6833,288088
Anapolis,-16.3269,-48.9528,288085
Machala,-3.2667,-79.9667,288072
San Lorenzo,-25.3400,-57.5200,287977
Franca,-20.5389,-47.4008,287737
Bac Ninh,21.1833,106.0500,287658
Ichalkaranji,16.7000,74.4700,287570
Tirupati,13.6500,79.4200,287482
Plano,33.0502,-96.7486,287339
Pathein,16.7842,94.7333,287071
Sincelejo,9.2950,-75.3961,286716
Cluj-Napoca,46.7667,23.5833,286598
Songea,-10.6833,35.6500,286285
Tacna,-18.0147,-70.2489,286240
Tin Shui Wai,22.4600,114.0020,286232
Juazeiro do Norte,-7.2128,-39.3150,286120
Al Qurnah,31.0155,47.4336,286073
Bhatinda,30.2300,74.9519,285813
Katowice,50.2625,19.0217,285711
Wiesbaden,50.0825,8.2400,285522
Masaka,-0.3411,31.7361,285509
Foz do Iguacu,-25.5400,-54.5875,285415
Bolton,53.5783,-2.4300,285372
San Pablo,14.0700,121.3250,285348
Huixquilucan,19.3611,-99.3508,284965
Qillin,31.0475,30.8549,284853
Croix-des-Bouquets,18.5761,-72.2269,284812
San Juan Sacatepequez,14.7189,-90.6442,284798
Ostrava,49.8356,18.2925,284765
Soyapango,13.7333,-89.1500,284659
Ljubljana,46.0514,14.5061,284293
Fukushima,37.7608,140.4747,284282
Bago,17.3333,96.4833,284179
Delmas,18.5500,-72.3000,284079
Fuquan,26.6863,107.5204,283904
Ibaraki,34.8164,135.5686,283835
Nizhnevartovsk,60.9500,76.6000,283256
Lubbock,33.5657,-101.8879,283024
Satna,24.6005,80.8322,283004
San Cristobal,7.7667,-72.2333,282830
Chernihiv,51.4939,31.2947,282747
Gungoren,41.0225,28.8717,282692
Temuco,-38.7333,-72.6667,282415
Ica,-14.0667,-75.7333,282407
Davenport,41.5565,-90.6053,282356
Phitsanulok,16.8158,100.2636,281929
Khanewal,30.3000,71.9333,281890
Jining,41.0300,113.0800,281716
Chuncheon,37.8667,127.7333,281596
Sakarya,40.7833,30.4000,281489
Kaura Namoda,12.6000,6.5897,281367
Malard,35.6806,50.9783,281027
Bukhara,39.7667,64.4231,280187
Reading,40.3400,-75.9267,280030
Marot,28.5100,71.5000,280000
Sumbe,-11.2053,13.8417,279968
Mingaora,34.7717,72.3600,279914
Caala,-12.8500,15.5500,279792
Poltava,49.5894,34.5514,279593
Petrozavodsk,61.7833,34.3333,279190
Kherson,46.6425,32.6250,279131
Lucena,13.9300,121.6200,278924
Petropolis,-22.5050,-43.1789,278881
Mamuju,-2.6833,118.9000,278764
Mau,25.9417,83.5611,278745
Long Xuyen,10.3736,105.4458,278658
Gyeongsan,35.8167,128.7333,278500
Barasat,22.7200,88.4800,278435
Qarshi,38.8667,65.8000,278300
Shreveport,32.4653,-93.7955,278269
Chandler,33.2825,-111.8514,278123
Pematangsiantar,2.9600,99.0600,278055
Sunderland,54.9060,-1.3810,277417
Sterlitamak,53.6333,55.9500,277410
Santa Ana,13.9950,-89.5561,277264
Buyukcekmece,41.0200,28.5775,277181
Gagnoa,6.1333,-5.9333,277044
Xingsha,28.2573,113.1234,277034
Dire Dawa,9.6000,41.8667,277000
Lashkar Gah,31.5831,64.3692,276831
Itagui,6.1667,-75.6167,276744
Juliaca,-15.4833,-70.1333,276110
Posadas,-27.3667,-55.9000,275988
Tegal,-6.8675,109.1375,275789
Farrukhabad,27.3900,79.5810,275754
South Bend,41.6767,-86.2696,275725
Mytishchi,55.9167,37.7667,275313
Kunsan,35.9833,126.7167,275155
Wilmington,34.2099,-77.8866,275128
Chula Vista,32.6281,-117.0144,275030
Yoshkar-Ola,56.6500,47.8833,274715
Saugor,23.8300,78.7100,274556
Khmelnytskyi,49.4167,27.0000,274452
Khorabar,26.7410,83.8880,274403
Nassau,25.0442,-77.3503,274400
Rockford,42.2596,-89.0640,274256
Isfara,40.1167,70.6333,274000
Ratlam,23.3340,75.0370,273892
Mehrabpur,27.0994,68.4208,273764
Yeosu,34.7607,127.6622,273761
Shaowu,27.3403,117.4925,273721
Ponta Grossa,-25.0950,-50.1619,273616
Taboao da Serra,-23.6019,-46.7528,273542
Istaravshan,39.9108,69.0064,273500
San Mateo,14.6969,121.1219,273306
Tsu,34.7331,136.5133,273267
Imperatriz,-5.5258,-47.4758,273110
Huozhou,36.5690,111.7551,272987
Los Alcarrizos,18.5167,-70.0167,272776
Soubre,5.7836,-6.5939,272773
Eugene,44.0564,-123.1174,272737
Maragheh,37.3894,46.2378,272400
Majene,-3.5403,118.9707,272377
Huilong,30.3866,106.7756,272332
Salem,44.9233,-123.0244,272331
Sumida,35.7000,139.8167,272085
Gabela,-10.8500,14.3667,271843
Dayr az Zawr,35.3304,40.1300,271800
Iasi,47.1622,27.5889,271692
Sarta,36.4486,53.3233,271467
Gilbert,33.3100,-111.7463,271118
Da'an,45.5000,124.2833,270911
North Las Vegas,36.2883,-115.0888,270773
Iksan,35.9439,126.9544,270758
My Tho,10.3500,106.3500,270700
Nguru,12.8792,10.4525,270632
Mito,36.3658,140.4712,270445
Kunp'o,37.3500,126.9500,270443
Bijiao,22.9253,113.2067,270310
Cherkasy,49.4444,32.0597,269836
Bayat,40.5455,34.9570,269595
Corum,40.5455,34.9570,269595
Handwara,34.3997,74.2817,269311
Binjai,3.5986,98.4803,269053
Monchengladbach,51.2000,6.4333,268943
Kunduz,36.7286,68.8681,268893
Parana,-31.7331,-60.5297,268889
Yeosu,34.7333,127.7333,268823
Drug,21.1900,81.2800,268806
Turbat,26.0042,63.0606,268625
Gijon,43.5333,-5.7000,268561
Brahmanbaria,23.9723,91.1099,268279
Thai Binh,20.4461,106.3422,268167
Ichihara,35.4981,140.1154,268038
Tarija,-21.5333,-64.7333,268000
Shibin al Kawm,30.5500,31.0000,267945
Siverek,37.7500,39.3167,267942
Plymouth,50.3714,-4.1422,267918
Aswan,24.0889,32.8997,267913
Potosi,-19.5892,-65.7533,267907
Hulin,45.7667,132.9333,267870
Kostroma,57.7681,40.9269,267481
Murmansk,68.9706,33.0750,267422
Maradi,13.5010,7.1036,267249
Xiangkhoang,19.4167,103.5000,267172
Anantapur,14.6800,77.5990,267161
Kiziltepe,37.1939,40.5861,267151
Adiyaman,37.7639,38.2778,267131
East London,-33.0175,27.9047,267007
Saskatoon,52.1333,-106.6833,266141
Sumare,-22.8219,-47.2669,265955
Gelsenkirchen,51.5167,7.1000,265885
Nagaoka,37.4462,138.8512,265868
Khwazakhela,34.9333,72.4667,265571
Santa Clarita,34.4175,-118.4964,265529
Suncheon,34.9506,127.4875,265390
Kibaha,-6.7667,38.9167,265360
Nalchik,43.4833,43.6167,265162
Gent,51.0536,3.7253,265086
Karakopru,37.1847,38.7908,265035
Antsirabe,-19.8667,47.0333,265018
Feni,23.0150,91.3967,265000
Imphal,24.8074,93.9384,264986
Taunggyi,20.7836,97.0354,264804
Nogales,31.3000,-110.9333,264782
Ed Daein,11.4672,26.1317,264734
Dezful,32.3786,48.4144,264709
Mossoro,-5.1878,-37.3439,264577
Milton Keynes,52.0400,-0.7600,264349
Chernivtsi,48.3000,25.9333,264298
Dumai,1.6667,101.4500,264084
Itajai,-26.9078,-48.6619,264054
Kutahya,39.4167,29.9833,263863
Constanta,44.1667,28.6333,263707
Luque,-25.2672,-57.4853,263604
Yao,34.6269,135.6010,263436
Jalalabad,34.4342,70.4478,263312
Chiayi,23.4800,120.4497,263188
Nawabshah,26.2442,68.4100,263102
Talisay,10.2500,123.8300,263048
Tchibota,-4.1794,11.3731,262931
Matala,-14.7306,15.0367,262763
Peoria,40.7520,-89.6154,262461
Quilmes,-34.7167,-58.2667,262379
Novorossiysk,44.7167,37.7833,261937
Wollongong,-34.4331,150.8831,261896
Zhytomyr,50.2500,28.6667,261624
Fukui,36.0641,136.2196,261474
Arrah,25.5514,84.6603,261430
Tallahassee,30.4551,-84.2527,261271
Malolos,14.8436,120.8114,261189
Heroica Nogales,31.3186,-110.9458,261137
Killeen,31.0753,-97.7297,261099
Bariadi,-2.7919,33.9894,260927
Hong,10.2317,12.9303,260900
Santa Teresa del Tuy,10.2333,-66.6639,260899
St. Petersburg,27.7931,-82.6652,260646
Fuchu,35.6689,139.4776,260508
Minato,35.6581,139.7514,260486
Novi Sad,45.2542,19.8425,260438
Boksburg,-26.2125,28.2625,260321
Olongapo,14.8300,120.2800,260317
Quang Ngai,15.1167,108.8000,260252
Engels,51.5017,46.1222,260190
Kennewick,46.1978,-119.1732,260091
Sivakasi,9.4533,77.8024,260047
Al Hamzah,31.7244,44.9769,260000
Skardu,35.2903,75.6444,260000
Qo`qon,40.5286,70.9425,259700
Kotri,25.3740,68.3013,259358
Misratah,32.3775,15.0920,259056
Aydin,37.8481,27.8453,259027
Singa,13.1483,33.9311,259000
Taluqan,36.7167,69.5167,258758
Manta,-0.9500,-80.7162,258697
Ndulo,-11.4833,15.8333,258161
Andulo,-11.4926,16.7035,258161
Vitoria-Gasteiz,42.8500,-2.6833,257968
Hiratsuka,35.3167,139.3500,257662
Columbus,32.5100,-84.8771,257578
Raniyah,36.2550,44.8822,257577
Annaba,36.9000,7.7667,257359
Etawah,26.7700,79.0300,256838
Siddhirganj,23.6913,90.5149,256760
Khimki,55.8892,37.4450,256684
Chingola,-12.5333,27.8500,256560
Sumy,50.9119,34.8028,256474
Yakeshi,49.2860,120.7120,256396
Indaiatuba,-23.0903,-47.2181,256223
Bloemfontein,-29.1167,26.2167,256185
Laredo,27.5625,-99.4874,255949
Malkajgiri,17.4519,78.5362,255899
Germiston,-26.2178,28.1672,255863
Verona,45.4386,10.9928,255588
Kakogawacho-honmachi,34.7500,134.8333,255523
Derby,52.9247,-1.4780,255394
Pasarkemis,-6.1703,106.5300,255345
Westminster,51.4947,-0.1353,255324
Kuala Terengganu,5.3304,103.1200,255109
Irving,32.8583,-96.9702,255036
San Pedro Carcha,15.4667,-90.3000,255006
Mocamedes,-15.1953,12.1508,255000
Tokushima,34.0667,134.5500,254510
Sao Carlos,-22.0178,-47.8908,254484
Longueuil,45.5333,-73.5167,254483
Marilao,14.7581,120.9481,254453
Tuni,17.3500,82.5500,254425
Sodo,6.8550,37.7808,254295
Ash Shatrah,31.4175,46.1772,254000
Sab` al Bur,33.4617,44.1557,254000
Fort-de-France,14.6000,-61.0667,253995
Mawlamyine,16.4847,97.6258,253734
Caruaru,-8.2828,-35.9758,253634
Tanta,30.7833,31.0000,253600
Amarnath,19.2090,73.1860,253475
Godome,6.3667,2.3500,253262
Rapar,23.5700,70.6300,253137
Samastipur,25.8629,85.7811,253136
Gokak,16.1667,74.8333,253000
Manavgat,36.7833,31.4333,252941
Shinozaki,33.9578,130.9414,252844
Aachen,50.7756,6.0836,252769
Parnamirim,-5.9158,-35.2628,252716
Jhenida,23.5425,89.1749,252500
Cimanggis,-6.3645,106.8591,252370
Bharatpur,27.2200,77.4800,252342
Los Teques,10.3333,-67.0417,252242
Round Lake Beach,42.3791,-88.0811,252224
Osmaniye,37.0750,36.2500,252186
Uberaba,-19.7478,-47.9319,252051
Begusarai,25.4200,86.1300,252008
Kediri,-7.8111,112.0047,252000
Kanggye,40.9667,126.6000,251971
Hakodate,41.7686,140.7289,251891
Tacloban,11.2400,125.0000,251881
Afyonkarahisar,38.7578,30.5386,251799
Iskenderun,36.5817,36.1650,251682
Montgomery,32.3482,-86.2668,251545
Soka,35.8254,139.8053,251390
Nedumana,8.9139,76.6889,251384
Higuey,18.6181,-68.7111,251243
Chesapeake,36.6778,-76.3023,251153
Wolverhampton,52.5833,-2.1333,250970
Pointe-a-Pitre,16.2411,-61.5331,250952
Al Fallujah,33.3500,43.7833,250884
Timisoara,45.7597,21.2300,250849
Bata,1.8650,9.7700,250770
Chemnitz,50.8333,12.9167,250681
Rach Gia,10.0167,105.0833,250660
Companiganj,22.8730,91.2782,250579
Venice,45.4397,12.3319,250369
Babol,36.5475,52.6783,250217
Glendale,33.5791,-112.2311,250193
La Paz,24.1422,-110.3108,250141
Kalar,34.6281,45.3185,250000
Turkistan,43.3019,68.2692,250000
Al Bayda',32.7628,21.7550,250000
Natogyi,21.4167,95.6500,250000
Kurmuk,10.5563,34.2848,250000
New Delhi,28.6139,77.2089,249998
Las Condes,-33.4117,-70.5500,249893
Goma,-1.6794,29.2336,249862
Rishon LeZiyyon,31.9500,34.8000,249860
Osorno,-40.5725,-73.1353,249728
Campeche,19.8500,-90.5306,249623
Tiruvottiyur,13.1600,80.3000,249446
Palangkaraya,-2.2100,113.9200,249434
A Coruna,43.3650,-8.4100,249261
Burnaby,49.2667,-122.9667,249125
Ramnagar,27.1700,84.3200,249102
Limeira,-22.5647,-47.4017,249046
Kiel,54.3233,10.1394,248873
Carmen,18.6431,-91.8306,248845
Gandhidham,23.0800,70.1300,248705
Banikoara,11.3000,2.4333,248621
Salumbar,24.0800,74.0200,248337
Kyongju,35.8500,129.2167,248244
Vantaa,60.2944,25.0403,248199
Sibu,2.3030,111.8430,247995
Qa'em Shahr,36.4636,52.8581,247953
Beykoz,41.1342,29.0922,247875
Nashua,42.7491,-71.4910,247828
Sahiwal,30.6611,73.1083,247706
Isparta,37.7647,30.5567,247580
Navotas,14.6667,120.9417,247543
Santa Clara,22.4067,-79.9531,247436
Yamagata,38.2554,140.3396,247234
Aksaray,38.3742,34.0289,247147
Governador Valadares,-18.8508,-41.9489,247131
Khomeyni Shahr,32.6803,51.5361,247128
Shijing,23.0930,113.7965,246960
York,39.9651,-76.7315,246769
Abertawe,51.6167,-3.9500,246700
Tsukuba-kenkyugakuen-toshi,36.0835,140.0764,246647
Oruro,-17.9799,-67.1300,246501
Macae,-22.3708,-41.7869,246391
Gyor,47.6842,17.6344,246159
Al `Ashir min Ramadan,30.2964,31.7463,246148
Mahajanga,-15.6700,46.3450,246022
Mount Lavinia,6.8339,79.8644,245974
Garland,32.9100,-96.6304,245298
Gdynia,54.5175,18.5400,245222
Barnsley,53.5547,-1.4791,245199
Taiping,4.8650,100.7200,245182
Syktyvkar,61.6667,50.8167,245083
Stoke-on-Trent,53.0255,-2.1761,245000
Sao Jose de Ribamar,-2.5619,-44.0539,244579
Rock Hill,34.9415,-81.0241,244403
Puducherry,11.9167,79.8167,244377
Merlo,-34.6653,-58.7275,244168
Portoviejo,-1.0561,-80.4553,244129
Damanhur,31.0500,30.4667,244043
Sarajevo,43.8564,18.4131,244000
Jessore,23.1704,89.2000,243987
Rivne,50.6192,26.2519,243873
Kesbewa,6.7914,79.9378,243842
Kanpur,26.4499,80.3319,243800
Fuji,35.1613,138.6763,243739
Eindhoven,51.4344,5.4842,243730
Sabzevar,36.2125,57.6764,243700
Santa Maria,-29.6839,-53.8069,243611
Bahir Dar,11.6000,37.3833,243300
Wudalianchi,48.7500,126.1667,243283
Elche,38.2669,-0.6983,243128
Myitkyina,25.3833,97.4000,243031
Ramgundam,18.7639,79.4750,242979
Tuy Hoa,13.0819,109.2950,242840
Sasebo,33.1800,129.7150,242664
Sapele,5.9000,5.6667,242652
Biratnagar,26.4833,87.2833,242548
Pandharpur,17.6778,75.3278,242515
Marg`ilon,40.4711,71.7247,242500
Qyzylorda,44.8500,65.5167,242462
St. Catharines,43.1833,-79.2333,242460
Chigasaki,35.3333,139.4000,242347
Araraquara,-21.7939,-48.1758,242228
Halle,51.4828,11.9697,242172
Scottsdale,33.6872,-111.8651,242169
Volta Redonda,-22.5231,-44.1042,242063
Americana,-22.7392,-47.3314,242018
Zhangping,25.2902,117.4200,242000
Man,7.4004,-7.5500,241969
Sete Lagoas,-19.4658,-44.2469,241835
Banchpar,23.2081,90.7979,241799
Sakaka,29.9697,40.2000,241669
Haeju,38.0333,125.7167,241599
Taganrog,47.2167,38.9167,241557
Hai Duong,20.9397,106.3306,241373
Masaurhi Buzurg,25.3500,85.0200,241216
Gelemso,8.8167,40.5167,241200
Alleppey,9.4900,76.3300,240991
Paramaribo,5.8522,-55.2039,240924
Baruta,10.4322,-66.8739,240755
Marilia,-22.2139,-49.9458,240590
Katihar,25.5300,87.5800,240565
Tarapoto,-6.4833,-76.3667,240453
Nizhnekamsk,55.6333,51.8167,240379
Atushi,39.7162,76.1684,240368
Abi al Khasib,30.4464,47.9781,240300
Jacarei,-23.3050,-45.9658,240275
Anju,39.6200,125.6600,240117
Magdeburg,52.1317,11.6392,240114
Andimeshk,32.4714,48.3489,240113
Bunkyo-ku,35.7167,139.7500,240069
Blagoveshchensk,50.2500,127.5333,239864
Horlivka,48.3000,38.0500,239828
Ahor,25.3670,72.7830,239642
Yato,35.4833,139.4500,239146
Matsumoto,36.2380,137.9720,239115
Chimoio,-19.1167,33.4500,238976
Lille,50.6278,3.0583,238695
Kasulu,-4.5800,30.1000,238321
Ivano-Frankivsk,48.9228,24.7106,238196
Chofugaoka,35.6506,139.5407,238087
Gonzalez Catan,-34.7667,-58.6167,238067
Wuyishan,27.7564,118.0353,238000
Shenmu,38.8244,110.4831,237846
Ganganagar,29.9200,73.8800,237780
Brasov,45.6667,25.6167,237589
Amol,36.4703,52.3467,237528
Freiburg im Breisgau,47.9950,7.8500,237244
